,t: 0,t: 1,t: 2,t: 3,t: 4,t: 5,t: 6,t: 7,t: 8,t: 9,t: 10,t: 11,t: 12,t: 13,t: 14,t: 15,t: 16,t: 17,t: 18,t: 19,t: 20,t: 21,t: 22,t: 23,t: 24,t: 25,t: 26,t: 27,t: 28,t: 29,t: 30,t: 31,t: 32,t: 33,t: 34,t: 35,t: 36,t: 37,t: 38,t: 39,t: 40,t: 41,t: 42,t: 43,t: 44,t: 45,t: 46,t: 47,t: 48,t: 49,t: 50,t: 51,t: 52,t: 53,t: 54,t: 55,t: 56,t: 57,t: 58,t: 59,t: 60,t: 61,t: 62,t: 63,t: 64,t: 65,t: 66,t: 67,t: 68,t: 69,t: 70,t: 71,t: 72,t: 73,t: 74,t: 75,t: 76,t: 77,t: 78,t: 79,t: 80,t: 81,t: 82,t: 83,t: 84,t: 85,t: 86,t: 87,t: 88,t: 89,t: 90,t: 91,t: 92,t: 93,t: 94,t: 95,t: 96,t: 97,t: 98,t: 99,t: 100
obs_MPI1,-0.019061029336414778,-0.019061029336414778,-0.06315167146373987,-0.13788500522963815,-0.10661887479302491,-0.28262083267774796,-0.03374054157520076,-0.08189433894155529,-0.020180062708480898,0.00036301476235663793,-0.00805080664392987,-0.012038113719499451,-0.0019394030146271894,-0.0019394030146271894,0.013267496841490528,0.019951014954583464,-0.0021384793923833467,-0.31733480190511854,-0.04455657695355071,-0.06856309698935238,-0.04771738150462318,-0.03172353261309641,-0.017866032545404042,-0.029504630613568714,-0.031671785904216265,-0.03173726329646586,-0.025616408816489748,-0.025616408816489748,-0.012881987098908202,-0.029169909165588957,-0.019171781831573538,-0.0151091966577587,-0.023064402572372657,-0.023064402572372657,-0.012981835711308426,-0.012739606492106384,-0.002246106643441048,-0.012739606492106384,-0.007486457992772831,0.0020795197955461413,0.005414297074348123,0.005414297074348123,0.005414297074348123,0.014341422157913297,-0.03473572336550555,0.020163872918425696,0.020163872918425696,0.020163872918425696,-0.1574018276674929,0.03427208858017773,0.025431194802620606,0.026467595978608344,0.020163872918425696,0.016245498280295034,0.02445932970531755,0.02237690627099832,0.03094613767301732,0.028279909607486574,0.035546013774606054,0.035546013774606054,0.04445206661890203,0.04461277562166026,-0.0014777858806337835,0.01060056569457006,0.01559194962663369,0.013559785320704433,0.0024841046309234394,0.0024841046309234394,0.011984067027532637,0.012193678207038622,0.017162329528528808,0.012193678207038622,0.009970322681087551,0.009970322681087551,0.014407296492349335,0.01717892413932142,-0.00014931094718866056,-0.0073703653399368185,-0.0073703653399368185,-0.0073703653399368185,-5.956263437301157e-05,-0.0073703653399368185,-0.005571165342009937,-0.005571165342009937,-0.0073703653399368185,-0.005571165342009937,-0.0073703653399368185,-0.003959408591022173,-0.0073703653399368185,-0.1594932344634144,-0.00011520383300954451,-0.00011520383300954451,0.004573634701415447,-0.00011520383300954451,0.007009926238243314,0.016245662048563952,0.012748745729396327,0.011389882459048248,0.01511503168894509,0.012748745729396327,0.026323708169876295
obs_MPI3,-0.019265922264836133,-0.019265922264836133,-0.09279630472895045,-0.13965929898579071,-0.11105284981149441,-0.08402736387345744,-0.08165352514065272,-0.08017306586741305,-0.023857535944332944,0.0013927678491133175,-0.06326333902380901,-0.014754874885439702,0.0030453518170676028,0.0030453518170676028,0.022442483446339853,0.02437638599044845,0.00853523697617482,-0.0005436492467264589,0.030278453608877175,0.0029049781811049114,0.02340637815390292,0.03641774953463214,0.05263551366353768,0.0325893362364077,0.045444816653000715,0.038690009551566,0.04490193088335809,0.04490193088335809,0.059792794888955045,0.04119896867858261,0.038703603537877405,0.03325523933410753,-0.0698605554059732,-0.0698605554059732,-0.04592745808127386,-0.051863874821636416,-0.034734297834845065,-0.051863874821636416,-0.043634216288807634,-0.14191079670464138,-0.13064963798912005,-0.13064963798912005,-0.13064963798912005,-0.11308744474310012,-0.1563103465492124,-0.0972123604789416,-0.0972123604789416,-0.0972123604789416,-0.09279199877334483,-0.09507391616641439,-0.1149972461091896,-0.10592646065828816,-0.0972123604789416,-0.10915111090307732,-0.09443973896826495,-0.08169802730834667,-0.0785865939481316,-0.08276943019674327,-0.06867716682294957,-0.06867716682294957,-0.05690042682863012,-0.05503178101381639,-0.07882823303776088,-0.0594840678920938,-0.05290796025814669,-0.05780654100047355,-0.07510285202439503,-0.07510285202439503,-0.056918185653448236,-0.06206463094695372,-0.04971555895387227,-0.06206463094695372,-0.07151529445130765,-0.07151529445130765,-0.06066665906320915,-0.059615799586425565,-0.13634437039022487,-0.14915134437914077,-0.14915134437914077,-0.14915134437914077,-0.13771260630922794,-0.14915134437914077,-0.14670410135207668,-0.14670410135207668,-0.14915134437914077,-0.14670410135207668,-0.14915134437914077,-0.14378873240744294,-0.14915134437914077,-0.15115217825048402,-0.13663726564390927,-0.13663726564390927,-0.13099519616381716,-0.13663726564390927,-0.1247829464128677,-0.12257633725155465,-0.12786830591835818,-0.13042294680536243,-0.12448333293641117,-0.12786830591835818,-0.10714717361773049
obs_MPI6,0.07202590778402529,0.07202590778402529,-0.058383209327744524,-0.13413786703877406,-0.13986055355972443,-0.10464871993614264,-0.13278749706623075,-0.10374355732174628,-0.04818035879503232,-0.01827121554065019,-0.05785713860172662,-0.02576031295437773,-0.010405260640373261,-0.010405260640373261,0.01397291982503153,0.0078078272448214026,-0.005773730069461448,0.007192040289410395,0.005615054007635234,-0.025919994894479187,-0.012085734295936592,0.009159594461045736,0.02553408095152447,0.010129228920841823,0.019540034004907704,0.008921621006537421,0.013316902487941651,0.013316902487941651,0.03106068875140279,0.043385004994261005,0.02471925970826134,0.02003987995922253,-0.16589403888092916,-0.16589403888092916,-0.13334402582742522,-0.14222775626721168,-0.12125017335584554,-0.14222775626721168,-0.1328811252812265,-0.14271504616143021,-0.16139101384125393,-0.16139101384125393,-0.16139101384125393,-0.14675666649207703,-0.19115581360377945,-0.1292597673382348,-0.1292597673382348,-0.1292597673382348,-0.11189992823146329,-0.12131119443224397,-0.138897740161051,-0.13650468723852377,-0.1292597673382348,-0.1428029581710692,-0.12525977860162263,-0.10177007010219337,-0.10844938757627984,-0.11201667598462312,-0.09596325164691394,-0.09596325164691394,-0.08239274502350893,-0.08487507600886755,-0.15614836159375886,-0.13874743915476234,-0.1319547598047537,-0.1451771291815091,-0.16356679562781926,-0.16356679562781926,-0.12119220926855458,-0.12556372574700744,-0.11175997810867161,-0.12556372574700744,-0.14889904037031598,-0.14889904037031598,-0.13953750940803006,-0.13551316253621584,-0.14806547461011377,-0.15545017467973052,-0.15545017467973052,-0.15545017467973052,-0.1421909587456099,-0.15545017467973052,-0.1531872936325742,-0.1531872936325742,-0.15545017467973052,-0.1531872936325742,-0.15545017467973052,-0.1508827398752501,-0.15545017467973052,-0.14742058624435514,-0.1425237433912267,-0.1425237433912267,-0.14007342995221325,-0.1425237433912267,-0.13068566671329804,-0.1244576929399314,-0.13017501562209768,-0.13102684856154942,-0.12668783313172732,-0.13017501562209768,-0.11181545095692622
